county_name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
".Vance County, North Carolina","45,289","45,288","45,093","44,491","44,517","44,459","44,485","44,281","44,635","44,535"
".Wake County, North Carolina","906,870","928,787","952,060","974,198","997,788","1,022,319","1,048,335","1,071,706","1,091,273","1,111,761"
".Warren County, North Carolina","20,987","20,998","20,764","20,600","20,385","20,207","19,884","19,849","19,819","19,731"
".Washington County, North Carolina","13,119","12,904","12,662","12,669","12,476","12,247","12,070","11,944","11,769","11,580"
".Watauga County, North Carolina","50,972","51,626","52,062","52,295","52,395","53,093","54,140","55,181","56,034","56,177"
".Wayne County, North Carolina","122,886","124,038","124,559","124,587","124,586","124,342","124,269","123,034","123,237","123,131"
".Wilkes County, North Carolina","69,264","68,948","68,906","68,609","68,414","68,298","68,581","68,489","68,563","68,412"
".Wilson County, North Carolina","81,294","81,155","81,396","81,189","81,007","81,240","81,307","81,436","81,392","81,801"
".Yadkin County, North Carolina","38,433","38,342","38,144","38,063","37,846","37,619","37,653","37,588","37,481","37,667"
".Yancey County, North Carolina","17,805","17,690","17,624","17,549","17,542","17,550","17,610","17,697","17,873","18,069"
".Adams County, North Dakota","2,350","2,311","2,333","2,391","2,388","2,397","2,344","2,324","2,276","2,216"
".Barnes County, North Dakota","11,065","11,113","11,006","11,115","11,062","11,008","10,899","10,679","10,527","10,415"
".Benson County, North Dakota","6,677","6,688","6,771","6,899","6,885","6,820","6,840","6,916","6,958","6,832"
".Billings County, North Dakota",783,844,919,912,920,948,948,922,918,928
"Bottineau County, North Dakota","6,440","6,499","6,606","6,738","6,684","6,734","6,573","6,522","6,398","6,282"
".Bowman County, North Dakota","3,143","3,143","3,211","3,214","3,238","3,277","3,222","3,150","3,067","3,024"
".Burke County, North Dakota","1,971","2,062","2,182","2,305","2,261","2,344","2,227","2,128","2,094","2,115"
".Burleigh County, North Dakota","81,701","83,295","85,748","88,422","90,510","93,211","94,606","95,247","95,276","95,626"
".Cass County, North Dakota","150,308","153,301","157,416","162,837","166,552","170,722","174,189","177,745","180,294","181,923"
".Cavalier County, North Dakota","3,987","3,946","3,923","3,856","3,847","3,827","3,824","3,793","3,811","3,762"
".Dickey County, North Dakota","5,278","5,254","5,220","5,194","5,101","5,054","4,987","4,848","4,931","4,872"
".Divide County, North Dakota","2,080","2,143","2,248","2,327","2,428","2,459","2,391","2,295","2,264","2,264"
".Dunn County, North Dakota","3,536","3,724","3,958","4,140","4,375","4,578","4,372","4,274","4,328","4,424"
".Eddy County, North Dakota","2,385","2,346","2,350","2,367","2,329","2,305","2,288","2,315","2,309","2,287"
".Emmons County, North Dakota","3,531","3,506","3,470","3,476","3,412","3,397","3,338","3,298","3,278","3,241"
".Foster County, North Dakota","3,343","3,343","3,380","3,355","3,337","3,325","3,309","3,249","3,207","3,210"
".Golden Valley County, North Dakota","1,682","1,758","1,806","1,825","1,852","1,879","1,857","1,779","1,763","1,761"
".Grand Forks County, North Dakota","66,994","66,654","67,582","69,102","69,764","70,352","70,473","70,489","70,355","69,451"
".Grant County, North Dakota","2,394","2,359","2,350","2,393","2,374","2,396","2,379","2,363","2,354","2,274"
".Griggs County, North Dakota","2,416","2,370","2,345","2,284","2,291","2,288","2,258","2,244","2,228","2,231"
".Hettinger County, North Dakota","2,476","2,504","2,542","2,644","2,627","2,657","2,597","2,479","2,503","2,499"
".Kidder County, North Dakota","2,447","2,442","2,447","2,444","2,448","2,449","2,475","2,471","2,453","2,480"
".LaMoure County, North Dakota","4,130","4,095","4,085","4,101","4,096","4,136","4,113","4,101","4,075","4,046"
".Logan County, North Dakota","1,998","1,972","1,941","1,932","1,941","1,927","1,930","1,919","1,887","1,850"
".McHenry County, North Dakota","5,402","5,501","5,800","5,908","5,977","5,975","5,970","5,890","5,808","5,745"
".McIntosh County, North Dakota","2,800","2,758","2,750","2,738","2,745","2,717","2,599","2,608","2,566","2,497"
".McKenzie County, North Dakota","6,412","7,011","7,978","9,278","10,979","12,794","12,572","12,688","13,594","15,024"
".McLean County, North Dakota","8,998","9,081","9,385","9,464","9,553","9,664","9,643","9,636","9,529","9,450"
".Mercer County, North Dakota","8,419","8,425","8,475","8,589","8,712","8,786","8,616","8,457","8,266","8,187"
".Morton County, North Dakota","27,570","27,721","28,083","28,929","29,777","30,249","30,732","30,938","31,058","31,364"
".Mountrail County, North Dakota","7,708","8,103","8,739","9,340","9,751","10,311","10,234","10,276","10,239","10,545"
".Nelson County, North Dakota","3,121","3,059","3,055","3,052","3,014","2,914","2,889","2,902","2,885","2,879"
".Oliver County, North Dakota","1,841","1,849","1,848","1,889","1,868","1,865","1,895","1,930","1,945","1,959"
".Pembina County, North Dakota","7,402","7,354","7,220","7,098","7,068","7,031","7,046","6,962","6,895","6,801"
".Pierce County, North Dakota","4,360","4,367","4,446","4,419","4,364","4,273","4,216","4,096","4,070","3,975"
".Ramsey County, North Dakota","11,450","11,523","11,584","11,579","11,615","11,664","11,557","11,596","11,580","11,519"
".Ransom County, North Dakota","5,440","5,432","5,470","5,496","5,442","5,451","5,375","5,303","5,224","5,218"
".Renville County, North Dakota","2,484","2,497","2,556","2,613","2,573","2,551","2,517","2,455","2,358","2,327"
".Richland County, North Dakota","16,327","16,265","16,224","16,291","16,345","16,286","16,289","16,287","16,229","16,177"
".Rolette County, North Dakota","14,007","14,193","14,403","14,680","14,733","14,698","14,716","14,614","14,349","14,176"
".Sargent County, North Dakota","3,812","3,792","3,893","3,879","3,920","3,866","3,883","3,862","3,851","3,898"
".Sheridan County, North Dakota","1,316","1,316","1,284","1,327","1,334","1,311","1,342","1,351","1,342","1,315"
".Sioux County, North Dakota","4,148","4,236","4,328","4,434","4,459","4,377","4,457","4,425","4,377","4,230"
".Slope County, North Dakota",732,727,766,771,779,781,781,767,761,750
".Stark County, North Dakota","24,359","25,186","26,901","28,317","30,315","31,861","30,869","30,291","30,893","31,489"
".Steele County, North Dakota","1,991","1,970","1,952","1,918","1,912","1,915","1,912","1,906","1,892","1,890"
".Stutsman County, North Dakota","21,137","21,021","20,978","21,082","21,120","21,047","21,068","21,132","20,875","20,704"
".Towner County, North Dakota","2,243","2,260","2,292","2,264","2,275","2,251","2,249","2,244","2,185","2,189"
".Traill County, North Dakota","8,105","8,068","8,070","8,188","8,042","7,987","8,001","7,998","8,020","8,036"
".Walsh County, North Dakota","11,114","11,025","11,024","11,081","10,907","10,852","10,816","10,801","10,645","10,641"
".Ward County, North Dakota","62,121","64,209","64,863","67,398","68,869","70,703","69,489","68,516","67,713","67,641"
".Wells County, North Dakota","4,192","4,198","4,235","4,150","4,125","4,095","4,049","3,994","3,908","3,834"
".Williams County, North Dakota","22,589","24,406","26,735","29,591","32,106","35,301","34,213","33,467","35,469","37,589"
".Adams County, Ohio","28,537","28,459","28,293","28,089","28,066","27,926","27,807","27,753","27,694","27,698"
".Allen County, Ohio","106,358","105,988","105,244","105,055","104,848","104,095","103,613","103,093","102,725","102,351"
".Ashland County, Ohio","53,321","53,252","53,239","53,153","53,161","53,310","53,520","53,662","53,706","53,484"
".Ashtabula County, Ohio","101,403","101,085","100,252","99,746","99,027","98,404","98,171","97,748","97,587","97,241"
".Athens County, Ohio","65,173","65,079","64,610","64,594","64,783","65,886","66,352","66,503","65,519","65,327"
".Auglaize County, Ohio","45,898","45,741","45,770","45,801","45,737","45,734","45,766","45,753","45,736","45,656"
".Belmont County, Ohio","70,333","70,122","69,709","69,563","69,367","68,973","68,606","68,002","67,533","67,006"
".Brown County, Ohio","44,863","44,629","44,281","44,111","43,933","43,697","43,638","43,523","43,570","43,432"
".Butler County, Ohio","369,102","370,123","370,550","371,395","373,750","375,998","378,354","380,607","382,000","383,134"
".Carroll County, Ohio","28,846","28,820","28,538","28,257","28,129","27,718","27,621","27,324","27,082","26,914"
".Champaign County, Ohio","40,078","39,824","39,573","39,461","39,078","38,963","38,741","38,851","38,785","38,885"
".Clark County, Ohio","138,274","137,811","137,171","136,638","136,311","135,746","134,723","134,549","134,528","134,083"
".Clermont County, Ohio","197,604","198,859","199,487","200,447","201,454","201,995","203,165","204,260","205,526","206,428"
".Clinton County, Ohio","41,922","41,913","41,819","41,864","41,805","41,839","41,887","42,004","42,085","41,968"
".Columbiana County, Ohio","107,890","107,419","106,620","105,959","105,621","104,714","103,817","103,062","102,473","101,883"
".Coshocton County, Ohio","36,938","36,931","36,823","36,723","36,531","36,577","36,617","36,536","36,596","36,600"
".Crawford County, Ohio","43,754","43,310","42,776","42,713","42,407","42,324","42,095","41,710","41,484","41,494"
".Cuyahoga County, Ohio","1,278,088","1,270,331","1,266,106","1,265,442","1,263,201","1,258,739","1,254,144","1,247,581","1,241,718","1,235,072"
".Darke County, Ohio","52,963","52,653","52,515","52,306","52,184","51,981","51,624","51,549","51,299","51,113"
".Defiance County, Ohio","39,082","39,005","38,827","38,564","38,525","38,326","38,140","38,156","38,089","38,087"
".Delaware County, Ohio","175,099","178,535","181,127","185,380","189,440","193,391","197,144","200,870","205,091","209,177"
".Erie County, Ohio","76,978","76,687","76,428","76,053","75,809","75,360","74,999","74,760","74,513","74,266"
".Fairfield County, Ohio","146,417","147,174","147,301","148,796","150,360","151,254","152,789","154,686","155,982","157,574"
".Fayette County, Ohio","29,014","28,867","28,767","28,686","28,650","28,611","28,670","28,639","28,653","28,525"
".Franklin County, Ohio","1,166,202","1,180,800","1,199,045","1,218,878","1,238,362","1,257,386","1,274,450","1,295,510","1,307,698","1,316,756"
".Fulton County, Ohio","42,629","42,363","42,330","42,199","42,403","42,301","42,306","42,265","42,267","42,126"
".Gallia County, Ohio","31,072","31,031","30,886","30,685","30,463","30,249","30,186","30,162","29,945","29,898"
".Geauga County, Ohio","93,389","93,292","93,771","93,846","93,979","93,894","93,845","93,881","93,945","93,649"
".Greene County, Ohio","161,588","163,566","164,335","163,907","164,673","164,272","165,290","166,566","167,446","168,937"
".Guernsey County, Ohio","40,155","39,910","39,876","39,706","39,690","39,392","39,211","39,066","39,011","38,875"
".Hamilton County, Ohio","802,278","800,658","802,409","805,182","807,617","809,527","811,332","814,170","815,445","817,473"
".Hancock County, Ohio","74,689","74,912","75,459","75,581","75,281","75,678","75,831","75,973","75,920","75,783"
".Hardin County, Ohio","32,127","31,806","31,632","31,747","31,784","31,616","31,398","31,329","31,418","31,365"
".Harrison County, Ohio","15,825","15,790","15,684","15,602","15,519","15,395","15,252","15,202","15,167","15,040"
".Henry County, Ohio","28,171","28,002","27,824","27,824","27,597","27,481","27,282","27,179","27,091","27,006"
".Highland County, Ohio","43,621","43,378","42,964","43,195","43,093","42,960","43,006","42,903","43,052","43,161"
".Hocking County, Ohio","29,478","29,466","29,304","28,653","28,743","28,500","28,393","28,436","28,357","28,264"
".Holmes County, Ohio","42,473","42,793","43,128","43,604","43,788","43,882","43,847","43,895","43,919","43,960"
".Huron County, Ohio","59,560","59,416","59,204","58,825","58,610","58,307","58,367","58,393","58,364","58,266"
".Jackson County, Ohio","33,248","33,124","32,869","32,801","32,761","32,559","32,528","32,386","32,366","32,413"
".Jefferson County, Ohio","69,670","69,035","68,538","68,168","67,876","67,495","66,944","66,318","65,774","65,325"
".Knox County, Ohio","61,090","61,283","60,764","60,858","61,000","61,001","60,909","61,271","61,900","62,322"
".Lake County, Ohio","230,014","229,988","229,564","230,075","229,857","229,836","229,525","230,159","230,102","230,149"
".Lawrence County, Ohio","62,424","62,415","62,146","61,858","61,539","60,923","60,691","60,075","59,767","59,463"
".Licking County, Ohio","166,705","167,164","167,589","168,461","169,410","170,611","171,993","173,617","175,666","176,862"
".Logan County, Ohio","45,743","45,623","45,410","45,393","45,473","45,250","45,128","45,198","45,332","45,672"
".Lorain County, Ohio","301,478","301,874","301,712","303,098","304,464","305,417","306,607","307,441","309,052","309,833"
".Lucas County, Ohio","441,434","439,359","436,753","436,156","434,585","433,633","432,879","431,039","429,612","428,348"
