date,geoid,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
2020-01-21,USA,1,0.14,0,0,0,0
2020-01-22,USA,0,0.14,0,0,0,0
2020-01-23,USA,0,0.14,0,0,0,0
2020-01-24,USA,1,0.29,0,0,0,0
2020-01-25,USA,1,0.43,0,0,0,0
2020-01-26,USA,2,0.71,0,0,0,0
2020-01-27,USA,0,0.71,0,0,0,0
2020-01-28,USA,0,0.71,0,0,0,0
2020-01-29,USA,0,0.71,0,0,0,0
2020-01-30,USA,1,0.86,0,0,0,0
2020-01-31,USA,1,1,0,0,0,0
2020-02-01,USA,1,1.14,0,0,0,0
2020-02-02,USA,3,1.29,0,0,0,0
2020-02-03,USA,0,1.29,0,0,0,0
2020-02-04,USA,0,1.14,0,0,0,0
2020-02-05,USA,1,1.29,0,0,0,0
2020-02-06,USA,0,1.29,0,0,0,0
2020-02-07,USA,0,1.29,0,0,0,0
2020-02-08,USA,0,1.29,0,0,0,0
2020-02-09,USA,0,1.14,0,0,0,0
2020-02-10,USA,1,0.7,0,0,0,0
2020-02-11,USA,0,0.7,0,0,0,0
2020-02-12,USA,1,0.84,0,0,0,0
2020-02-13,USA,1,0.7,0,0,0,0
2020-02-14,USA,0,0.7,0,0,0,0
2020-02-15,USA,0,0.55,0,0,0,0
2020-02-16,USA,0,0.55,0,0,0,0
2020-02-17,USA,10,1.98,0,0,0,0
2020-02-18,USA,0,1.98,0,0,0,0
2020-02-19,USA,0,1.84,0,0,0,0
2020-02-20,USA,2,1.96,0,0,0,0
2020-02-21,USA,3,2,0,0,0,0
2020-02-22,USA,0,2,0,0,0,0
2020-02-23,USA,0,2,0,0,0,0
2020-02-24,USA,13,1.87,0,0,0,0
2020-02-25,USA,2,2.1,0,0,0,0
2020-02-26,USA,15,3,0,0,0,0
2020-02-27,USA,0,3,0,0,0,0
2020-02-28,USA,5,4.83,0,0,0,0
2020-02-29,USA,5,5,0,1,0.08,0
2020-03-01,USA,18,6.66,0,2,0.23,0
2020-03-02,USA,16,9.8,0,3,0.43,0
2020-03-03,USA,21,11.68,0,4,0.67,0
2020-03-04,USA,36,13.52,0,2,0.77,0
2020-03-05,USA,67,20.5,0.01,0,0.77,0
2020-03-06,USA,83,34.97,0.01,3,1.04,0
2020-03-07,USA,117,50.73,0.02,4,2.51,0
2020-03-08,USA,119,64.39,0.02,3,2.65,0
2020-03-09,USA,201,88.49,0.03,4,2.69,0
2020-03-10,USA,270,123.23,0.04,5,2.74,0
2020-03-11,USA,245,150.29,0.05,6,3.57,0
2020-03-12,USA,405,201.45,0.06,6,3.98,0
2020-03-13,USA,556,270.28,0.08,7,5.04,0
2020-03-14,USA,674,342.93,0.1,10,5.33,0
2020-03-15,USA,702,427.56,0.13,8,5.6,0
2020-03-16,USA,907,530.94,0.16,23,7.8,0
2020-03-17,USA,1399,690.72,0.21,26,9.8,0
2020-03-18,USA,2444,1006.65,0.3,45,13.33,0
2020-03-19,USA,4043,1518.99,0.46,50,17.78,0.01
2020-03-20,USA,5619,2242.91,0.68,65,22,0.01
2020-03-21,USA,6516,3070.73,0.93,83,38.17,0.01
2020-03-22,USA,8545,4201.46,1.27,98,48.54,0.01
2020-03-23,USA,10432,5565.32,1.68,121,62.28,0.02
2020-03-24,USA,10433,6855.07,2.07,206,84.54,0.03
2020-03-25,USA,14634,8600.43,2.59,269,121.01,0.04
2020-03-26,USA,16998,10453.86,3.15,299,155.94,0.05
2020-03-27,USA,17330,12121.41,3.65,417,206.3,0.06
2020-03-28,USA,21066,14193.48,4.28,530,273.04,0.08
2020-03-29,USA,18520,15630.43,4.71,418,317.46,0.1
2020-03-30,USA,21469,17204.61,5.19,650,389.18,0.12
2020-03-31,USA,24506,19217.34,5.79,936,495.47,0.15
2020-04-01,USA,26930,20971.86,6.32,1021,605.67,0.18
2020-04-02,USA,29717,22790.1,6.87,1216,736.48,0.22
2020-04-03,USA,32318,24932.29,7.51,1391,878.22,0.26
2020-04-04,USA,35099,26936.88,8.12,1556,1024.8,0.31
2020-04-05,USA,25616,27951.16,8.42,1368,1162.36,0.35
2020-04-06,USA,30916,29300.57,8.83,1526,1288.83,0.39
2020-04-07,USA,30337,30136.3,9.08,2234,1472.71,0.44
2020-04-08,USA,31820,30831.35,9.29,2085,1627.21,0.49
2020-04-09,USA,34699,31535.71,9.5,2120,1756.12,0.53
2020-04-10,USA,33473,31700.29,9.55,2263,1880.04,0.57
2020-04-11,USA,31720,31219.43,9.41,2084,1955.44,0.59
2020-04-12,USA,27143,31509.86,9.5,1681,2001.11,0.6
2020-04-13,USA,25769,30840.43,9.29,1764,2032.9,0.61
2020-04-14,USA,26691,30430.56,9.17,2705,2103.35,0.63
2020-04-15,USA,30033,30096.99,9.07,2752,2182.44,0.66
2020-04-16,USA,31613,29613.42,8.92,2349,2214.03,0.67
2020-04-17,USA,31509,29372.76,8.85,2289,2221.74,0.67
2020-04-18,USA,28398,28816.48,8.68,1951,2204.87,0.66
2020-04-19,USA,25334,28523.62,8.6,1520,2176.99,0.66
2020-04-20,USA,27395,28728.2,8.66,1837,2189.76,0.66
2020-04-21,USA,25514,28613.54,8.62,2672,2192.09,0.66
2020-04-22,USA,28831,28440.49,8.57,2371,2146.08,0.65
2020-04-23,USA,33776,28789.06,8.68,2169,2123.25,0.64
2020-04-24,USA,36741,29431.05,8.87,2132,2101.34,0.63
2020-04-25,USA,34408,30307.4,9.13,1967,2103.98,0.63
2020-04-26,USA,26735,30423.14,9.17,1253,2062.15,0.62
2020-04-27,USA,23197,29851.57,9,1442,2008.4,0.61
2020-04-28,USA,24651,29669.76,8.94,2394,1970.53,0.59
2020-04-29,USA,26555,29356.85,8.85,2514,1992.38,0.6
2020-04-30,USA,30357,28862.38,8.7,2210,1992.91,0.6
2020-05-01,USA,33970,28555.9,8.61,1762,1951.89,0.59
2020-05-02,USA,29474,27845.87,8.39,1583,1881.64,0.57
2020-05-03,USA,26140,27860.49,8.4,1331,1900.68,0.57
2020-05-04,USA,21962,27603.21,8.32,1089,1844.25,0.56
