date,geoid,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
2020-07-15,USA-38,North Dakota,72,84.86,11.14,0,0.43,0.06
2020-07-15,USA-37,North Carolina,1806,1987.43,18.95,16,18.29,0.17
2020-07-15,USA-36,New York,834,727.14,3.74,23,24.29,0.12
2020-07-15,USA-35,New Mexico,327,260.57,12.43,6,4.29,0.2
2020-07-15,USA-34,New Jersey,390,323.71,3.64,52,30.14,0.34
2020-07-15,USA-33,New Hampshire,22,23,1.69,2,1.14,0.08
2020-07-15,USA-32,Nevada,918,887,28.8,6,9,0.29
2020-07-15,USA-31,Nebraska,262,220.29,11.39,3,1.57,0.08
2020-07-15,USA-30,Montana,111,111.14,10.4,0,1.57,0.15
2020-07-15,USA-29,Missouri,920,770.57,12.56,5,7.43,0.12
2020-07-15,USA-28,Mississippi,1025,811.29,27.26,18,14.57,0.49
2020-07-15,USA-27,Minnesota,574,593.57,10.53,10,5,0.09
2020-07-15,USA-26,Michigan,1036,631.57,6.32,3,9.57,0.1
2020-07-15,USA-25,Massachusetts,217,249.29,3.62,28,17.86,0.26
2020-07-15,USA-24,Maryland,740,588.71,9.74,7,9.43,0.16
2020-07-15,USA-23,Maine,12,16.86,1.25,0,0.57,0.04
2020-07-15,USA-22,Louisiana,2091,1997.43,42.97,16,17.43,0.37
2020-07-15,USA-21,Kentucky,446,420.57,9.41,3,4.86,0.11
2020-07-15,USA-20,Kansas,810,478.57,16.43,5,2.43,0.08
2020-07-15,USA-19,Iowa,594,545.71,17.3,18,5.43,0.17
2020-07-15,USA-18,Indiana,697,627,9.31,10,7.57,0.11
2020-07-15,USA-17,Illinois,1396,1056.57,8.34,10,17.14,0.14
2020-07-15,USA-16,Idaho,637,513.57,28.74,8,1.86,0.1
2020-07-15,USA-15,Hawaii,28,27.86,1.97,0,0.29,0.02
2020-07-15,USA-13,Georgia,3568,3087,29.07,34,22.71,0.21
2020-07-15,USA-12,Florida,10181,11146.71,51.9,112,90.29,0.42
2020-07-15,USA-11,District of Columbia,80,54.86,7.77,3,1,0.14
2020-07-15,USA-10,Delaware,81,84,8.63,3,0.86,0.09
2020-07-15,USA-09,Connecticut,106,75.43,2.12,8,5.29,0.15
2020-07-15,USA-08,Colorado,479,436.43,7.58,6,5.43,0.09
2020-07-15,USA-06,California,8904,8456.14,21.4,141,94.29,0.24
2020-07-15,USA-05,Arkansas,564,721.57,23.91,4,4.29,0.14
2020-07-15,USA-04,Arizona,3285,3243,44.55,101,67,0.92
2020-07-15,USA-02,Alaska,61,69.43,9.49,0,0,0
2020-07-15,USA-01,Alabama,1812,1729.29,35.27,47,21.86,0.45
2020-07-16,USA-69,Northern Mariana Islands,1,0.86,1.59,0,0,0
2020-07-16,USA-66,Guam,1,0.71,0.42,0,0,0
2020-07-16,USA-72,Puerto Rico,195,244.57,7.22,1,1.86,0.05
2020-07-16,USA-78,Virgin Islands,14,15.71,14.79,0,0,0
2020-07-16,USA-56,Wyoming,41,36,6.22,2,0.43,0.07
2020-07-16,USA-55,Wisconsin,952,857.57,14.73,4,3.17,0.05
2020-07-16,USA-54,West Virginia,100,118.71,6.62,1,0.57,0.03
2020-07-16,USA-53,Washington,1264,842.71,11.07,6,11.71,0.15
2020-07-16,USA-51,Virginia,904,920.43,10.78,15,10,0.12
2020-07-16,USA-50,Vermont,7,7.57,1.21,0,0,0
2020-07-16,USA-49,Utah,680,610.86,19.05,1,4.14,0.13
2020-07-16,USA-48,Texas,15038,10213,35.22,154,101,0.35
2020-07-16,USA-47,Tennessee,2312,1899.43,27.81,13,12.29,0.18
2020-07-16,USA-46,South Dakota,42,51.14,5.78,4,2,0.23
2020-07-16,USA-45,South Carolina,1838,1913.14,37.16,72,15.5,0.3
2020-07-16,USA-44,Rhode Island,71,66.86,6.31,1,2,0.19
2020-07-16,USA-42,Pennsylvania,808,790.71,6.18,28,20.57,0.16
2020-07-16,USA-41,Oregon,412,327.71,7.77,3,2.71,0.06
2020-07-16,USA-40,Oklahoma,628,706.43,17.85,6,4,0.1
2020-07-16,USA-39,Ohio,1290,1324.29,11.33,28,13.86,0.12
2020-07-16,USA-38,North Dakota,103,85.43,11.21,1,0.57,0.07
2020-07-16,USA-37,North Carolina,2084,2013.29,19.2,19,18.57,0.18
2020-07-16,USA-36,New York,767,752.71,3.87,18,22,0.11
2020-07-16,USA-35,New Mexico,297,269.57,12.86,5,4.14,0.2
2020-07-16,USA-34,New Jersey,223,322.57,3.63,31,31,0.35
2020-07-16,USA-33,New Hampshire,26,23.71,1.74,1,1.14,0.08
2020-07-16,USA-32,Nevada,1437,995.57,32.32,8,7.57,0.25
2020-07-16,USA-31,Nebraska,199,217.14,11.23,5,1.86,0.1
2020-07-16,USA-30,Montana,116,114.14,10.68,1,1.43,0.13
2020-07-16,USA-29,Missouri,859,756.43,12.32,4,7.14,0.12
2020-07-16,USA-28,Mississippi,1230,886.57,29.79,18,14.86,0.5
2020-07-16,USA-27,Minnesota,605,598,10.6,8,5.43,0.1
2020-07-16,USA-26,Michigan,896,675.71,6.77,18,10.86,0.11
2020-07-16,USA-25,Massachusetts,234,240.57,3.49,12,16,0.23
2020-07-16,USA-24,Maryland,661,600,9.92,6,8.43,0.14
2020-07-16,USA-23,Maine,20,16,1.19,0,0.43,0.03
2020-07-16,USA-22,Louisiana,2280,2059.86,44.31,24,18.57,0.4
2020-07-16,USA-21,Kentucky,469,434.43,9.72,7,5,0.11
2020-07-16,USA-20,Kansas,116,463.14,15.9,1,2.14,0.07
2020-07-16,USA-19,Iowa,878,585.43,18.56,4,5.57,0.18
2020-07-16,USA-18,Indiana,715,654.86,9.73,10,8,0.12
2020-07-16,USA-17,Illinois,1225,1069.71,8.44,22,17.71,0.14
2020-07-16,USA-16,Idaho,662,523.29,29.28,3,1.86,0.1
2020-07-16,USA-15,Hawaii,19,25.43,1.8,0,0.29,0.02
2020-07-16,USA-13,Georgia,2701,3165,29.81,13,23.29,0.22
2020-07-16,USA-12,Florida,13965,11865.29,55.24,156,95.43,0.44
2020-07-16,USA-11,District of Columbia,50,56.71,8.04,3,0.86,0.12
2020-07-16,USA-10,Delaware,64,83.29,8.55,0,0.57,0.06
2020-07-16,USA-09,Connecticut,114,77.29,2.17,9,5.86,0.16
2020-07-16,USA-08,Colorado,577,459,7.97,1,5.57,0.1
2020-07-16,USA-06,California,9264,8749.29,22.14,122,95,0.24
2020-07-16,USA-05,Arkansas,817,723.14,23.96,6,4.57,0.15
2020-07-16,USA-04,Arizona,3319,3135.29,43.07,64,65.57,0.9
2020-07-16,USA-02,Alaska,76,73.29,10.02,0,0,0
2020-07-16,USA-01,Alabama,2021,1702,34.71,19,23.14,0.47
2020-07-17,USA-69,Northern Mariana Islands,0,0.86,1.59,0,0,0
2020-07-17,USA-66,Guam,0,0.57,0.34,0,0,0
2020-07-17,USA-72,Puerto Rico,546,283.29,8.36,5,2.57,0.08
2020-07-17,USA-78,Virgin Islands,20,16.57,15.6,0,0,0
2020-07-17,USA-56,Wyoming,43,39.86,6.89,0,0.43,0.07
2020-07-17,USA-55,Wisconsin,882,832.71,14.3,3,3,0.05
2020-07-17,USA-54,West Virginia,126,114.29,6.38,1,0.71,0.04
2020-07-17,USA-53,Washington,958,876.57,11.51,6,10.29,0.14
2020-07-17,USA-51,Virginia,1002,928.86,10.88,6,7.86,0.09
2020-07-17,USA-50,Vermont,9,8.14,1.3,0,0,0
2020-07-17,USA-49,Utah,664,588.57,18.36,4,4.43,0.14
2020-07-17,USA-48,Texas,9738,10186.57,35.13,145,108.57,0.37
2020-07-17,USA-47,Tennessee,2245,1978.29,28.97,19,13.14,0.19
2020-07-17,USA-46,South Dakota,95,55.43,6.27,1,1.29,0.15
2020-07-17,USA-45,South Carolina,1977,1948.71,37.85,26,15.83,0.31
2020-07-17,USA-44,Rhode Island,82,68.71,6.49,2,2,0.19
2020-07-17,USA-42,Pennsylvania,1003,799.71,6.25,18,18.29,0.14
2020-07-17,USA-41,Oregon,301,334.43,7.93,4,3,0.07
2020-07-17,USA-40,Oklahoma,699,721.14,18.22,7,4.14,0.1
2020-07-17,USA-39,Ohio,1679,1346.29,11.52,9,11.43,0.1
2020-07-17,USA-38,North Dakota,124,91.14,11.96,1,0.71,0.09
2020-07-17,USA-37,North Carolina,1976,1985.14,18.93,21,19.29,0.18
2020-07-17,USA-36,New York,778,751,3.86,14,20.43,0.11
2020-07-17,USA-35,New Mexico,318,272.43,12.99,3,3.71,0.18
2020-07-17,USA-34,New Jersey,50,278.57,3.14,19,29.29,0.33
2020-07-17,USA-33,New Hampshire,26,24.86,1.83,0,0.71,0.05
2020-07-17,USA-32,Nevada,1348,1058.71,34.37,11,8.14,0.26
2020-07-17,USA-31,Nebraska,183,218.14,11.28,1,2,0.1
2020-07-17,USA-30,Montana,118,112.86,10.56,2,1.29,0.12
2020-07-17,USA-29,Missouri,940,782.29,12.75,6,6.29,0.1
2020-07-17,USA-28,Mississippi,1032,886.71,29.79,24,16.71,0.56
2020-07-17,USA-27,Minnesota,666,606.86,10.76,7,5.71,0.1
2020-07-17,USA-26,Michigan,775,697.29,6.98,7,10,0.1
2020-07-17,USA-25,Massachusetts,298,252.71,3.67,22,15.14,0.22
2020-07-17,USA-24,Maryland,704,634,10.49,12,8,0.13
2020-07-17,USA-23,Maine,38,19.57,1.46,1,0.57,0.04
2020-07-17,USA-22,Louisiana,2179,1993.71,42.89,24,18.43,0.4
2020-07-17,USA-21,Kentucky,545,440.86,9.87,12,5.71,0.13
2020-07-17,USA-20,Kansas,926,485.71,16.67,1,2.29,0.08
2020-07-17,USA-19,Iowa,489,524.43,16.62,4,5.29,0.17
2020-07-17,USA-18,Indiana,747,656.14,9.75,8,7.86,0.12
2020-07-17,USA-17,Illinois,1366,1090.86,8.61,11,17,0.13
2020-07-17,USA-16,Idaho,618,543.71,30.42,5,2.57,0.14
2020-07-17,USA-15,Hawaii,22,24.71,1.75,1,0.43,0.03
2020-07-17,USA-13,Georgia,3419,2952.86,27.81,28,22.29,0.21
2020-07-17,USA-12,Florida,11466,11870,55.27,128,100.43,0.47
2020-07-17,USA-11,District of Columbia,39,53.14,7.53,3,1.29,0.18
2020-07-17,USA-10,Delaware,223,97.86,10.05,0,0.57,0.06
2020-07-17,USA-09,Connecticut,143,86.57,2.43,7,6.86,0.19
2020-07-17,USA-08,Colorado,592,457,7.94,7,4.14,0.07
2020-07-17,USA-06,California,10161,9059.57,22.93,117,95.86,0.24
2020-07-17,USA-05,Arkansas,648,708.43,23.47,12,5.71,0.19
2020-07-17,USA-04,Arizona,3845,3089.71,42.45,91,72,0.99
2020-07-17,USA-02,Alaska,49,72,9.84,0,0,0
2020-07-17,USA-01,Alabama,2003,1797.57,36.66,35,23,0.47
2020-07-18,USA-69,Northern Mariana Islands,0,0.57,1.06,0,0,0
2020-07-18,USA-66,Guam,1,0.43,0.25,0,0,0
2020-07-18,USA-72,Puerto Rico,333,298.14,8.8,1,1.57,0.05
2020-07-18,USA-78,Virgin Islands,14,16.57,15.6,0,0,0
2020-07-18,USA-56,Wyoming,39,38.43,6.64,0,0.43,0.07
2020-07-18,USA-55,Wisconsin,875,860.43,14.78,10,4,0.07
2020-07-18,USA-54,West Virginia,139,110.86,6.19,0,0.57,0.03
2020-07-18,USA-53,Washington,663,937.57,12.31,11,11.86,0.16
2020-07-18,USA-51,Virginia,940,941.57,11.03,12,9,0.11
2020-07-18,USA-50,Vermont,4,7.86,1.26,0,0,0
2020-07-18,USA-49,Utah,858,622.71,19.42,5,4.43,0.14
2020-07-18,USA-48,Texas,8805,10254.14,35.36,83,109.43,0.38
2020-07-18,USA-47,Tennessee,2446,2076.71,30.41,23,14.29,0.21
2020-07-18,USA-46,South Dakota,73,58.29,6.59,0,1,0.11
2020-07-18,USA-45,South Carolina,1552,1844.71,35.83,39,18.67,0.36
2020-07-18,USA-44,Rhode Island,0,68.71,6.49,0,2,0.19
2020-07-18,USA-42,Pennsylvania,608,789.71,6.17,11,17.57,0.14
2020-07-18,USA-41,Oregon,389,340,8.06,3,3.43,0.08
2020-07-18,USA-40,Oklahoma,916,753.86,19.05,6,4.29,0.11
2020-07-18,USA-39,Ohio,1542,1372.57,11.74,20,13.71,0.12
2020-07-18,USA-38,North Dakota,115,94.86,12.45,0,0.43,0.06
2020-07-18,USA-37,North Carolina,2434,2010.14,19.17,15,19,0.18
2020-07-18,USA-36,New York,752,754.57,3.88,20,21.14,0.11
2020-07-18,USA-35,New Mexico,280,280.43,13.37,4,3.71,0.18
2020-07-18,USA-34,New Jersey,263,268.86,3.03,15,24.86,0.28
2020-07-18,USA-33,New Hampshire,23,23.43,1.72,1,0.71,0.05
2020-07-18,USA-32,Nevada,1234,1099.14,35.68,9,7.86,0.26
2020-07-18,USA-31,Nebraska,184,215.71,11.15,0,1.71,0.09
2020-07-18,USA-30,Montana,88,113.43,10.61,0,1.14,0.11
2020-07-18,USA-29,Missouri,827,816.29,13.3,7,6.57,0.11
2020-07-18,USA-28,Mississippi,1017,918.14,30.85,14,16.57,0.56
2020-07-18,USA-27,Minnesota,457,557.29,9.88,5,5.86,0.1
2020-07-18,USA-26,Michigan,632,697.86,6.99,9,7.29,0.07
2020-07-18,USA-25,Massachusetts,359,262.86,3.81,17,15.57,0.23
2020-07-18,USA-24,Maryland,832,673.29,11.14,9,8.29,0.14
2020-07-18,USA-23,Maine,10,18,1.34,2,0.71,0.05
2020-07-18,USA-22,Louisiana,0,1684.14,36.23,0,15.14,0.33
2020-07-18,USA-21,Kentucky,588,460,10.3,1,5.86,0.13
2020-07-18,USA-20,Kansas,39,465,15.96,2,2.57,0.09
2020-07-18,USA-19,Iowa,411,517,16.39,5,6,0.19
2020-07-18,USA-18,Indiana,885,669.57,9.95,17,9.14,0.14
2020-07-18,USA-17,Illinois,1257,1109.86,8.76,18,16.29,0.13
2020-07-18,USA-16,Idaho,554,549.86,30.77,1,2.57,0.14
2020-07-18,USA-15,Hawaii,20,21.57,1.52,1,0.57,0.04
2020-07-18,USA-13,Georgia,4074,3109.57,29.29,34,22.71,0.21
2020-07-18,USA-12,Florida,10328,11865.43,55.25,90,99.71,0.46
2020-07-18,USA-11,District of Columbia,79,56.14,7.96,1,1.43,0.2
2020-07-18,USA-10,Delaware,92,98,10.06,2,0.86,0.09
2020-07-18,USA-09,Connecticut,0,86.57,2.43,0,6.86,0.19
2020-07-18,USA-08,Colorado,402,454,7.88,0,4,0.07
2020-07-18,USA-06,California,8272,9023.43,22.84,90,97.86,0.25
2020-07-18,USA-05,Arkansas,771,667,22.1,4,5.43,0.18
2020-07-18,USA-04,Arizona,2758,3048.86,41.89,136,82.14,1.13
2020-07-18,USA-02,Alaska,74,71.57,9.78,1,0.14,0.02
2020-07-18,USA-01,Alabama,2143,1898.14,38.71,21,24.57,0.5
2020-07-19,USA-69,Northern Mariana Islands,0,0.57,1.06,0,0,0
2020-07-19,USA-66,Guam,0,0.43,0.25,0,0,0
2020-07-19,USA-72,Puerto Rico,610,344.14,10.16,0,1.57,0.05
2020-07-19,USA-78,Virgin Islands,0,13,12.24,0,0,0
2020-07-19,USA-56,Wyoming,18,37.71,6.52,0,0.43,0.07
2020-07-19,USA-55,Wisconsin,835,864.57,14.85,1,3.57,0.06
2020-07-19,USA-54,West Virginia,120,114,6.36,0,0.57,0.03
2020-07-19,USA-53,Washington,712,917.14,12.04,3,10.57,0.14
2020-07-19,USA-51,Virginia,1057,965.71,11.31,2,8.71,0.1
2020-07-19,USA-50,Vermont,12,7.71,1.24,0,0,0
2020-07-19,USA-49,Utah,687,652.14,20.34,0,4,0.12
2020-07-19,USA-48,Texas,7977,10460.71,36.08,61,112.43,0.39
2020-07-19,USA-47,Tennessee,1662,2153.43,31.53,6,14.71,0.22
2020-07-19,USA-46,South Dakota,44,58.14,6.57,2,1.29,0.15
2020-07-19,USA-45,South Carolina,2374,1905.43,37.01,20,20.33,0.39
2020-07-19,USA-44,Rhode Island,0,68.71,6.49,0,2,0.19
2020-07-19,USA-42,Pennsylvania,604,798.57,6.24,6,17.71,0.14
2020-07-19,USA-41,Oregon,355,345.14,8.18,3,3.57,0.08
2020-07-19,USA-40,Oklahoma,209,718.57,18.16,0,4.14,0.1
2020-07-19,USA-39,Ohio,1110,1334.29,11.41,42,16.57,0.14
2020-07-19,USA-38,North Dakota,112,97.86,12.84,2,0.71,0.09
2020-07-19,USA-37,North Carolina,1774,2001.43,19.08,8,18.43,0.18
2020-07-19,USA-36,New York,509,730.29,3.75,20,22.57,0.12
2020-07-19,USA-35,New Mexico,235,277.57,13.24,2,3.71,0.18
2020-07-19,USA-34,New Jersey,-31,257.17,2.9,7,25.86,0.29
2020-07-19,USA-33,New Hampshire,15,21.29,1.57,2,1,0.07
2020-07-19,USA-32,Nevada,1220,1154.43,37.48,1,7.86,0.26
2020-07-19,USA-31,Nebraska,92,203.29,10.51,0,1.71,0.09
2020-07-19,USA-30,Montana,62,110.71,10.36,0,1.14,0.11
2020-07-19,USA-29,Missouri,791,854.43,13.92,0,6.43,0.1
2020-07-19,USA-28,Mississippi,792,907.29,30.49,9,15.14,0.51
2020-07-19,USA-27,Minnesota,734,560.71,9.94,3,5.86,0.1
2020-07-19,USA-26,Michigan,551,714.14,7.15,2,7.43,0.07
2020-07-19,USA-25,Massachusetts,296,276.71,4.01,12,15.14,0.22
2020-07-19,USA-24,Maryland,925,713.29,11.8,9,8.29,0.14
2020-07-19,USA-23,Maine,41,21.14,1.57,0,0.43,0.03
2020-07-19,USA-22,Louisiana,3116,1940.86,41.75,34,18.14,0.39
2020-07-19,USA-21,Kentucky,850,548.29,12.27,3,6,0.13
2020-07-19,USA-20,Kansas,221,452,15.51,1,1.86,0.06
2020-07-19,USA-19,Iowa,499,486.14,15.41,3,5.86,0.19
2020-07-19,USA-18,Indiana,920,724.71,10.76,2,8.86,0.13
2020-07-19,USA-17,Illinois,985,1132.71,8.94,5,14.29,0.11
2020-07-19,USA-16,Idaho,527,569.86,31.89,0,2.57,0.14
2020-07-19,USA-15,Hawaii,27,22.57,1.59,0,0.57,0.04
2020-07-19,USA-13,Georgia,2453,3200.71,30.15,5,22.71,0.21
2020-07-19,USA-12,Florida,12478,11462.29,53.37,87,105.71,0.49
2020-07-19,USA-11,District of Columbia,67,59.14,8.38,0,1.43,0.2
2020-07-19,USA-10,Delaware,90,102.14,10.49,0,0.86,0.09
2020-07-19,USA-09,Connecticut,0,86.57,2.43,0,6.86,0.19
2020-07-19,USA-08,Colorado,371,464.14,8.06,0,3.86,0.07
2020-07-19,USA-06,California,8266,9112,23.06,13,95.43,0.24
2020-07-19,USA-05,Arkansas,695,694.43,23.01,0,5.14,0.17
2020-07-19,USA-04,Arizona,2311,3023.57,41.54,35,75.57,1.04
2020-07-19,USA-02,Alaska,118,71.86,9.82,0,0.14,0.02
2020-07-19,USA-01,Alabama,1777,1917.71,39.11,1,23.71,0.48
2020-07-20,USA-69,Northern Mariana Islands,0,0.57,1.06,0,0,0
2020-07-20,USA-66,Guam,4,1,0.59,0,0,0
2020-07-20,USA-72,Puerto Rico,398,350.14,10.34,2,1.86,0.05
2020-07-20,USA-78,Virgin Islands,11,13,12.24,0,0,0
2020-07-20,USA-56,Wyoming,61,40.57,7.01,0,0.43,0.07
2020-07-20,USA-55,Wisconsin,801,878.71,15.09,2,3.86,0.07
2020-07-20,USA-54,West Virginia,100,118.43,6.61,0,0.43,0.02
2020-07-20,USA-53,Washington,1348,915.86,12.03,9,11.71,0.15
2020-07-20,USA-51,Virginia,945,961.86,11.27,4,9,0.11
2020-07-20,USA-50,Vermont,10,8.43,1.35,0,0,0
2020-07-20,USA-49,Utah,409,606.29,18.91,6,4.71,0.15
2020-07-20,USA-48,Texas,7636,10277.14,35.44,127,121,0.42
2020-07-20,USA-47,Tennessee,1764,2047,29.97,4,14.29,0.21
2020-07-20,USA-46,South Dakota,37,59.86,6.77,0,1.29,0.15
2020-07-20,USA-45,South Carolina,1459,1896.71,36.84,9,20,0.39
2020-07-20,USA-44,Rhode Island,111,59.57,5.62,5,1.57,0.15
2020-07-20,USA-42,Pennsylvania,1114,874.29,6.83,2,17.29,0.14
2020-07-20,USA-41,Oregon,321,342.29,8.12,2,3.43,0.08
2020-07-20,USA-40,Oklahoma,168,669.71,16.92,1,4,0.1
2020-07-20,USA-39,Ohio,1236,1330.71,11.38,15,17.86,0.15
2020-07-20,USA-38,North Dakota,107,97.71,12.82,1,0.86,0.11
2020-07-20,USA-37,North Carolina,1335,1931.86,18.42,15,18.43,0.18
2020-07-20,USA-36,New York,519,724.57,3.72,16,18.29,0.09
2020-07-20,USA-35,New Mexico,244,274.86,13.11,7,4.29,0.2
2020-07-20,USA-34,New Jersey,180,249.83,2.81,9,22.14,0.25
2020-07-20,USA-33,New Hampshire,46,25.86,1.9,0,1,0.07
2020-07-20,USA-32,Nevada,979,1172.57,38.07,2,7.71,0.25
2020-07-20,USA-31,Nebraska,210,200.43,10.36,5,2.14,0.11
2020-07-20,USA-30,Montana,107,104.57,9.78,2,1,0.09
2020-07-20,USA-29,Missouri,890,894.71,14.58,6,5.43,0.09
2020-07-20,USA-28,Mississippi,1251,1029.86,34.6,3,15.43,0.52
2020-07-20,USA-27,Minnesota,903,619.57,10.99,4,6.14,0.11
2020-07-20,USA-26,Michigan,551,733.14,7.34,8,7.57,0.08
2020-07-20,USA-25,Massachusetts,255,280.29,4.07,2,14.71,0.21
2020-07-20,USA-24,Maryland,553,732.43,12.11,5,8.14,0.13
2020-07-20,USA-23,Maine,24,21.86,1.63,0,0.43,0.03
2020-07-20,USA-22,Louisiana,3186,2152.43,46.3,29,21.29,0.46
2020-07-20,USA-21,Kentucky,378,550.14,12.31,3,5.43,0.12
2020-07-20,USA-20,Kansas,1085,468.43,16.08,5,2.43,0.08
2020-07-20,USA-19,Iowa,530,530.29,16.81,5,6.14,0.19
2020-07-20,USA-18,Indiana,642,754.29,11.2,3,9,0.13
2020-07-20,USA-17,Illinois,1268,1180.57,9.32,9,14.57,0.11
2020-07-20,USA-16,Idaho,420,549.86,30.77,3,3,0.17
2020-07-20,USA-15,Hawaii,12,21.29,1.5,0,0.29,0.02
2020-07-20,USA-13,Georgia,1994,2978.71,28.05,3,20.14,0.19
2020-07-20,USA-12,Florida,10347,11137,51.85,90,113.57,0.53
2020-07-20,USA-11,District of Columbia,78,61.86,8.76,1,1.57,0.22
2020-07-20,USA-10,Delaware,105,106.43,10.93,0,0.86,0.09
2020-07-20,USA-09,Connecticut,162,77.86,2.18,10,5,0.14
2020-07-20,USA-08,Colorado,467,478,8.3,6,4.43,0.08
2020-07-20,USA-06,California,8735,9141.29,23.14,54,96.86,0.25
2020-07-20,USA-05,Arkansas,699,712.57,23.61,6,5.71,0.19
2020-07-20,USA-04,Arizona,1676,3057.57,42.01,27,77.86,1.07
2020-07-20,USA-02,Alaska,137,81.29,11.11,0,0.14,0.02
2020-07-20,USA-01,Alabama,1880,1906.57,38.88,4,23.86,0.49
2020-07-21,USA-69,Northern Mariana Islands,1,0.29,0.53,0,0,0
2020-07-21,USA-66,Guam,8,2.14,1.27,0,0,0
2020-07-21,USA-72,Puerto Rico,479,402.43,11.88,0,1.57,0.05
2020-07-21,USA-78,Virgin Islands,0,9.29,8.74,0,0,0
2020-07-21,USA-56,Wyoming,51,41,7.08,1,0.43,0.07
2020-07-21,USA-55,Wisconsin,1139,911,15.65,13,4.86,0.08
2020-07-21,USA-54,West Virginia,57,113.14,6.31,1,0.57,0.03
2020-07-21,USA-53,Washington,797,927,12.17,10,9.43,0.12
2020-07-21,USA-51,Virginia,996,989.71,11.6,17,10.14,0.12
2020-07-21,USA-50,Vermont,6,8.71,1.4,0,0,0
2020-07-21,USA-49,Utah,563,616.43,19.23,6,4.14,0.13
2020-07-21,USA-48,Texas,9922,10136.57,34.96,159,124.29,0.43
2020-07-21,USA-47,Tennessee,2082,2087.71,30.57,25,15.14,0.22
2020-07-21,USA-46,South Dakota,76,63.86,7.22,0,1.29,0.15
2020-07-21,USA-45,South Carolina,1892,1849.71,35.93,57,26,0.5
2020-07-21,USA-44,Rhode Island,82,56.86,5.37,1,1.57,0.15
2020-07-21,USA-42,Pennsylvania,962,871.43,6.81,18,17.29,0.14
2020-07-21,USA-41,Oregon,350,346.14,8.21,8,3.57,0.08
2020-07-21,USA-40,Oklahoma,893,655.43,16.56,9,4.71,0.12
2020-07-21,USA-39,Ohio,1047,1317.14,11.27,30,21.43,0.18
2020-07-21,USA-38,North Dakota,81,102,13.38,1,0.86,0.11
2020-07-21,USA-37,North Carolina,1871,1897.14,18.09,26,17.14,0.16
2020-07-21,USA-36,New York,855,716.29,3.68,15,18,0.09
2020-07-21,USA-35,New Mexico,302,286.14,13.65,10,5.29,0.25
2020-07-21,USA-34,New Jersey,293,233.17,2.63,22,22.14,0.25
2020-07-21,USA-33,New Hampshire,13,24.43,1.8,2,1.14,0.08
2020-07-21,USA-32,Nevada,800,1133.71,36.81,30,9.57,0.31
2020-07-21,USA-31,Nebraska,343,210.43,10.88,0,2,0.1
2020-07-21,USA-30,Montana,101,100.43,9.4,1,0.86,0.08
2020-07-21,USA-29,Missouri,1204,918.71,14.97,11,5.57,0.09
2020-07-21,USA-28,Mississippi,1635,1140.29,38.31,31,16.71,0.56
2020-07-21,USA-27,Minnesota,350,612.71,10.86,3,5.71,0.1
2020-07-21,USA-26,Michigan,698,734.14,7.35,8,7.86,0.08
2020-07-21,USA-25,Massachusetts,244,271.86,3.94,17,15.71,0.23
2020-07-21,USA-24,Maryland,860,753.57,12.46,20,9.71,0.16
2020-07-21,USA-23,Maine,12,22.43,1.67,1,0.57,0.04
2020-07-21,USA-22,Louisiana,1691,2077.57,44.69,36,23.29,0.5
2020-07-21,USA-21,Kentucky,660,562.29,12.59,1,4.29,0.1
2020-07-21,USA-20,Kansas,62,465.57,15.98,1,2.29,0.08
2020-07-21,USA-19,Iowa,378,539.86,17.11,10,7,0.22
2020-07-21,USA-18,Indiana,737,763.29,11.34,21,10.14,0.15
2020-07-21,USA-17,Illinois,982,1211.29,9.56,21,13.71,0.11
2020-07-21,USA-16,Idaho,519,562.43,31.47,4,3.43,0.19
2020-07-21,USA-15,Hawaii,25,21.86,1.54,0,0.29,0.02
2020-07-21,USA-13,Georgia,3077,3040.86,28.64,73,27.14,0.26
2020-07-21,USA-12,Florida,9440,11172.14,52.02,134,113.86,0.53
2020-07-21,USA-11,District of Columbia,88,68.71,9.74,1,1.71,0.24
2020-07-21,USA-10,Delaware,122,111,11.4,2,1,0.1
2020-07-21,USA-09,Connecticut,41,80.86,2.27,0,4.86,0.14
2020-07-21,USA-08,Colorado,503,484.43,8.41,5,3.57,0.06
2020-07-21,USA-06,California,10171,9110.43,23.06,119,93.71,0.24
2020-07-21,USA-05,Arkansas,728,703.14,23.3,11,6.14,0.2
2020-07-21,USA-04,Arizona,3410,2943.43,40.44,123,82.43,1.13
2020-07-21,USA-02,Alaska,111,89.43,12.22,0,0.14,0.02
2020-07-21,USA-01,Alabama,1467,1871.86,38.18,12,19.86,0.4
2020-07-22,USA-69,Northern Mariana Islands,0,0.29,0.53,0,0,0
2020-07-22,USA-66,Guam,3,2.43,1.44,0,0,0
2020-07-22,USA-72,Puerto Rico,98,379.86,11.22,5,2,0.06
2020-07-22,USA-78,Virgin Islands,28,12.43,11.7,1,0.14,0.13
2020-07-22,USA-56,Wyoming,50,43.29,7.48,0,0.43,0.07
2020-07-22,USA-55,Wisconsin,884,909.71,15.62,6,5.57,0.1
2020-07-22,USA-54,West Virginia,262,129.14,7.21,1,0.57,0.03
2020-07-22,USA-53,Washington,696,919.71,12.08,3,6.86,0.09
2020-07-22,USA-51,Virginia,1022,980.86,11.49,3,8.43,0.1
