date,Province_State,stabbr,doses_alloc_total,doses_alloc_moderna,doses_alloc_pfizer,doses_alloc_unknown,doses_shipped_total,doses_shipped_moderna,doses_shipped_pfizer,doses_shipped_unknown,doses_admin_total,doses_admin_moderna,doses_admin_pfizer,doses_admin_unknown,people_total,people_total_2nd_dose
12/14/2020,Alabama,AL,40950.0,,40950.0,,,,,,,,,,,
12/15/2020,Alabama,AL,,,,,,,,,,,,,,
12/16/2020,Alabama,AL,,,,,,,,,,,,,,
12/17/2020,Alabama,AL,,,,,,,,,,,,,,
12/18/2020,Alabama,AL,,,,,,,,,5181.0,,5181.0,,5181.0,
12/19/2020,Alabama,AL,,,,,,,,,,,,,,
12/20/2020,Alabama,AL,,,,,,,,,,,,,,
12/21/2020,Alabama,AL,,,,,,,,,,,,,,
12/22/2020,Alabama,AL,,,,,,,,,,,,,,
12/23/2020,Alabama,AL,,,,,,,,,,,,,,
12/24/2020,Alabama,AL,,,,,,,,,,,,,,
12/25/2020,Alabama,AL,,,,,,,,,,,,,,
12/26/2020,Alabama,AL,,,,,,,,,,,,,,
12/27/2020,Alabama,AL,,,,,,,,,,,,,,
12/28/2020,Alabama,AL,128175.0,,,128175.0,,,,,20354.0,2206.0,18148.0,,20354.0,
12/29/2020,Alabama,AL,128175.0,,,128175.0,,,,,20354.0,2206.0,18148.0,,20354.0,
12/30/2020,Alabama,AL,128175.0,,,128175.0,,,,,20354.0,2206.0,18148.0,,20354.0,
12/31/2020,Alabama,AL,128175.0,,,128175.0,,,,,20354.0,2206.0,18148.0,,20354.0,
01/01/2021,Alabama,AL,128175.0,,,128175.0,,,,,20354.0,2206.0,18148.0,,20354.0,
01/02/2021,Alabama,AL,226250.0,,,226250.0,,,,,42810.0,14541.0,28269.0,,,
01/03/2021,Alabama,AL,226250.0,,,226250.0,,,,,42810.0,14541.0,28269.0,,,
01/04/2021,Alabama,AL,226250.0,,,226250.0,,,,,42810.0,14541.0,28269.0,,,
01/05/2021,Alabama,AL,226250.0,,,226250.0,,,,,42810.0,14541.0,28269.0,,,
01/06/2021,Alabama,AL,226250.0,,,226250.0,,,,,42810.0,14541.0,28269.0,,,
01/07/2021,Alabama,AL,226250.0,,,226250.0,,,,,42810.0,14541.0,28269.0,,,
01/08/2021,Alabama,AL,226250.0,,,226250.0,,,,,42810.0,14541.0,28269.0,,,
01/09/2021,Alabama,AL,226250.0,,,226250.0,,,,,42810.0,14541.0,28269.0,,,
01/10/2021,Alabama,AL,226250.0,,,226250.0,,,,,42810.0,14541.0,28269.0,,,
01/11/2021,Alabama,AL,271925.0,,,,,,,,87138.0,35255.0,51883.0,,,
01/12/2021,Alabama,AL,271925.0,,,,,,,,87138.0,35255.0,51883.0,,,
01/13/2021,Alabama,AL,271925.0,,,,,,,,87138.0,35255.0,51883.0,,,
01/14/2021,Alabama,AL,271925.0,,,,,,,,87138.0,35255.0,51883.0,,,
01/15/2021,Alabama,AL,640150.0,,,640150.0,370575.0,,,370575.0,130394.0,57302.0,73092.0,,,
01/16/2021,Alabama,AL,640150.0,,,640150.0,370575.0,,,370575.0,130394.0,57302.0,73092.0,,,
01/17/2021,Alabama,AL,640150.0,,,640150.0,370575.0,,,370575.0,130394.0,57302.0,73092.0,,,
01/18/2021,Alabama,AL,640150.0,,,640150.0,379875.0,,,379875.0,148685.0,67715.0,80970.0,,,
01/19/2021,Alabama,AL,640150.0,,,640150.0,379875.0,,,379875.0,148685.0,67715.0,80970.0,,,
01/20/2021,Alabama,AL,640150.0,,,640150.0,446150.0,,,446150.0,158116.0,72870.0,85245.0,,,
01/21/2021,Alabama,AL,640150.0,,,640150.0,446150.0,,,446150.0,184618.0,92002.0,92616.0,,,
01/22/2021,Alabama,AL,640150.0,,,640150.0,446150.0,,,446150.0,202643.0,102899.0,99744.0,,,
01/23/2021,Alabama,AL,,,,,502950.0,,,502950.0,249356.0,117531.0,106356.0,25469.0,,
01/24/2021,Alabama,AL,,,,,502950.0,,,502950.0,249356.0,117531.0,106356.0,25469.0,,
01/25/2021,Alabama,AL,,,,,502950.0,,,502950.0,249356.0,117531.0,106356.0,25469.0,,
01/26/2021,Alabama,AL,,,,,521225.0,,,521225.0,287002.0,136552.0,118739.0,31711.0,,
01/27/2021,Alabama,AL,,,,,523000.0,,,523000.0,298017.0,142858.0,123448.0,31711.0,,
01/28/2021,Alabama,AL,,,,,736700.0,,,736700.0,314241.0,149732.0,130876.0,33633.0,,
01/29/2021,Alabama,AL,,,,,764125.0,,,764125.0,339756.0,162741.0,139528.0,37487.0,,
01/30/2021,Alabama,AL,,,,,772275.0,,,772275.0,361376.0,175326.0,148549.0,37501.0,,
12/14/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,,,,,,
12/15/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,,,,,,
12/16/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,,,,,,
12/17/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,,,,,,
12/18/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,4270.0,,4270.0,,4270.0,
12/19/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,4270.0,,4270.0,,4270.0,
12/20/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,5674.0,,5674.0,,5674.0,
12/21/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,7118.0,,7118.0,,7118.0,
12/22/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,8918.0,52.0,8866.0,,8918.0,
12/23/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,11002.0,232.0,10770.0,,11002.0,
12/24/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,11002.0,232.0,10770.0,,11002.0,
12/25/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,11845.0,560.0,11285.0,,11845.0,
12/26/2020,Alaska,AK,61900.0,26800.0,35100.0,,,,,,11845.0,560.0,11285.0,,11845.0,
12/27/2020,Alaska,AK,61900.0,26800.0,35100.0,,39725.0,13400.0,26325.0,,12202.0,573.0,11629.0,,12202.0,
12/28/2020,Alaska,AK,61900.0,26800.0,35100.0,,39725.0,13400.0,26325.0,,12202.0,573.0,11629.0,,12202.0,
12/29/2020,Alaska,AK,61900.0,26800.0,35100.0,,42600.0,15300.0,27300.0,,11127.0,562.0,10565.0,,11127.0,
12/30/2020,Alaska,AK,61900.0,26800.0,35100.0,,42600.0,15300.0,27300.0,,13772.0,,,,13772.0,
12/31/2020,Alaska,AK,61900.0,26800.0,35100.0,,42600.0,15300.0,27300.0,,13772.0,,,,13772.0,
01/01/2021,Alaska,AK,61900.0,26800.0,35100.0,,42600.0,15300.0,27300.0,,13772.0,,,,13772.0,
01/02/2021,Alaska,AK,114800.0,52400.0,62400.0,,50400.0,19200.0,31200.0,,18266.0,3100.0,15000.0,166.0,18266.0,0.0
01/03/2021,Alaska,AK,114800.0,52400.0,62400.0,,50400.0,19200.0,31200.0,,18266.0,3100.0,15000.0,166.0,18266.0,0.0
01/04/2021,Alaska,AK,114800.0,52400.0,62400.0,,50400.0,19200.0,31200.0,,18266.0,3100.0,15000.0,166.0,18266.0,0.0
01/05/2021,Alaska,AK,114800.0,52400.0,62400.0,,50400.0,19200.0,31200.0,,18266.0,3100.0,15000.0,166.0,18266.0,0.0
01/06/2021,Alaska,AK,114800.0,52400.0,62400.0,,50400.0,19200.0,31200.0,,20775.0,4250.0,16450.0,75.0,20775.0,0.0
01/07/2021,Alaska,AK,114800.0,52400.0,62400.0,,50400.0,19200.0,31200.0,,20775.0,4250.0,16450.0,75.0,20775.0,0.0
01/08/2021,Alaska,AK,114800.0,52400.0,62400.0,,50400.0,19200.0,31200.0,,25058.0,6300.0,20600.0,,25058.0,0.0
01/09/2021,Alaska,AK,114800.0,52400.0,62400.0,,50400.0,19200.0,31200.0,,25058.0,6300.0,20600.0,,25058.0,0.0
01/10/2021,Alaska,AK,114800.0,52400.0,62400.0,,50400.0,19200.0,31200.0,,25058.0,6300.0,20600.0,,25058.0,0.0
01/11/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,35005.0,8200.0,24600.0,2205.0,23053.0,5976.0
01/12/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,35005.0,8200.0,24600.0,2205.0,23053.0,5976.0
01/13/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,43348.0,10900.0,29300.0,3148.0,27418.0,7965.0
01/14/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,49791.0,12800.0,33500.0,3491.0,28943.0,10424.0
01/15/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,54946.0,14600.0,36000.0,4346.0,33038.0,10954.0
01/16/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,54946.0,14600.0,36000.0,4346.0,33038.0,10954.0
01/17/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,54946.0,14600.0,36000.0,4346.0,33038.0,10954.0
01/18/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,67085.0,21600.0,40200.0,5285.0,43599.0,11743.0
01/19/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,67085.0,21600.0,40200.0,5285.0,43599.0,11743.0
01/20/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,69047.0,22600.0,41100.0,5347.0,44691.0,12178.0
01/21/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,72662.0,23900.0,43300.0,5462.0,46122.0,13270.0
01/22/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,81836.0,30400.0,45800.0,5636.0,52510.0,14663.0
01/23/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,88331.0,32400.0,50800.0,5131.0,55959.0,16186.0
01/24/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,88331.0,32400.0,50800.0,5131.0,55959.0,16186.0
01/25/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,88331.0,32400.0,50800.0,5131.0,55959.0,16186.0
01/26/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,98137.0,36000.0,56500.0,5637.0,62463.0,17837.0
01/27/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,101585.0,37100.0,58800.0,5685.0,63351.0,19117.0
01/28/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,105846.0,39000.0,61200.0,5646.0,63646.0,21100.0
01/29/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,110400.0,41400.0,65900.0,3100.0,65015.0,22692.0
01/30/2021,Alaska,AK,114800.0,52400.0,62400.0,,,,,,115273.0,43600.0,68600.0,3073.0,66282.0,24495.0
12/11/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/12/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/13/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/14/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/15/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/16/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/17/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/18/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/19/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/20/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/21/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/22/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/23/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/24/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/25/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/26/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/27/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/28/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/29/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/30/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
12/31/2020,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/01/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/02/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/03/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/04/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/05/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/06/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/07/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/08/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/09/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/10/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/11/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/12/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/13/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/14/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/15/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/16/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/17/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/18/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/19/2021,American Samoa,AS,29000.0,25100.0,3900.0,,,,,,,,,,,
01/20/2021,American Samoa,AS,,,,,18450.0,,,18450.0,4756.0,,,4756.0,3215.0,770.0
01/21/2021,American Samoa,AS,,,,,18450.0,,,18450.0,5313.0,,,5313.0,3640.0,836.0
01/22/2021,American Samoa,AS,,,,,18450.0,,,18450.0,5664.0,,,5664.0,3805.0,929.0
01/23/2021,American Samoa,AS,,,,,18450.0,,,18450.0,6569.0,,,6569.0,4687.0,940.0
01/24/2021,American Samoa,AS,,,,,18450.0,,,18450.0,6831.0,,,6831.0,4933.0,948.0
01/25/2021,American Samoa,AS,,,,,18450.0,,,18450.0,8046.0,,,8046.0,6148.0,948.0
01/26/2021,American Samoa,AS,,,,,18450.0,,,18450.0,8046.0,,,8046.0,6148.0,948.0
01/27/2021,American Samoa,AS,,,,,18450.0,,,18450.0,8315.0,,,8315.0,6417.0,948.0
01/28/2021,American Samoa,AS,,,,,18450.0,,,18450.0,9085.0,,,9085.0,7183.0,950.0
01/29/2021,American Samoa,AS,,,,,18450.0,,,18450.0,9085.0,,,9085.0,7183.0,950.0
01/30/2021,American Samoa,AS,,,,,18450.0,,,18450.0,9925.0,,,9925.0,7929.0,997.0
12/14/2020,Arizona,AZ,383750.0,171200.0,212550.0,,,,,,,,,,,
01/04/2021,Arizona,AZ,,,,,,,,,,,,,,
01/05/2021,Arizona,AZ,,,,,,,,,101030.0,,,101030.0,,
01/06/2021,Arizona,AZ,,,,,,,,,101030.0,,,101030.0,,
01/07/2021,Arizona,AZ,,,,,,,,,113993.0,,,113993.0,,
01/08/2021,Arizona,AZ,,,,,,,,,126090.0,,,126090.0,,
01/09/2021,Arizona,AZ,,,,,,,,,139068.0,,,139068.0,,
01/10/2021,Arizona,AZ,,,,,,,,,148292.0,,,148292.0,,
01/11/2021,Arizona,AZ,602625.0,,,602625.0,,,,,151844.0,,,151844.0,135406.0,8045.0
01/12/2021,Arizona,AZ,602625.0,,,602625.0,,,,,165531.0,,,165531.0,141035.0,12037.0
01/13/2021,Arizona,AZ,602625.0,,,602625.0,,,,,188740.0,,,188740.0,153611.0,17307.0
01/14/2021,Arizona,AZ,602625.0,,,602625.0,,,,,217716.0,,,217716.0,165167.0,21612.0
01/15/2021,Arizona,AZ,602625.0,,,602625.0,,,,,232125.0,,,232125.0,178028.0,21612.0
01/16/2021,Arizona,AZ,602625.0,,,602625.0,,,,,263625.0,,,263625.0,196141.0,27118.0
01/17/2021,Arizona,AZ,602625.0,,,602625.0,,,,,270718.0,,,270718.0,204241.0,30604.0
01/18/2021,Arizona,AZ,800050.0,,,800050.0,,,,,281270.0,,,281270.0,211324.0,32269.0
01/19/2021,Arizona,AZ,800050.0,,,800050.0,,,,,281270.0,,,281270.0,211324.0,32269.0
01/20/2021,Arizona,AZ,875250.0,,,875250.0,,,,,297385.0,,,297385.0,218900.0,36375.0
01/21/2021,Arizona,AZ,875250.0,,,875250.0,,,,,319984.0,,,319984.0,226123.0,44004.0
01/22/2021,Arizona,AZ,875250.0,,,875250.0,,,,,347013.0,,,347013.0,237250.0,51722.0
01/23/2021,Arizona,AZ,875250.0,,,875250.0,,,,,380764.0,,,380764.0,257616.0,58241.0
01/24/2021,Arizona,AZ,875250.0,,,875250.0,,,,,412320.0,,,412320.0,281319.0,61945.0
01/25/2021,Arizona,AZ,875250.0,,,875250.0,,,,,438419.0,,,438419.0,296066.0,67315.0
01/26/2021,Arizona,AZ,1031850.0,,,1031850.0,,,,,458461.0,,,458461.0,311325.0,69646.0
01/27/2021,Arizona,AZ,1031850.0,,,1031850.0,,,,,486338.0,,,486338.0,330317.0,73945.0
01/28/2021,Arizona,AZ,1031850.0,,,1031850.0,,,,,518125.0,,,518125.0,351647.0,79026.0
01/29/2021,Arizona,AZ,1031850.0,,,1031850.0,,,,,554760.0,,,554760.0,373866.0,85533.0
01/30/2021,Arizona,AZ,1031850.0,,,1031850.0,,,,,592288.0,,,554760.0,397813.0,91887.0
12/15/2020,Arkansas,AR,25000.0,,25000.0,,,,,,,,,,,
12/18/2020,Arkansas,AR,,,,,,,,,4000.0,,4000.0,,4000.0,
01/06/2021,Arkansas,AR,,,,,,,,,,,,,,
01/07/2021,Arkansas,AR,,,,,169625.0,,,169625.0,58914.0,,,58914.0,,
01/08/2021,Arkansas,AR,,,,,190100.0,,,190100.0,68465.0,,,68465.0,,
01/09/2021,Arkansas,AR,,,,,202400.0,,,190100.0,77594.0,,,77594.0,,
01/10/2021,Arkansas,AR,,,,,203375.0,,,203375.0,81277.0,,,81277.0,,
01/11/2021,Arkansas,AR,,,,,203375.0,,,203375.0,84570.0,,,84570.0,,
01/12/2021,Arkansas,AR,,,,,227500.0,,,227500.0,93333.0,,,93333.0,,
01/13/2021,Arkansas,AR,,,,,251600.0,,,251600.0,106826.0,,,106826.0,,
01/14/2021,Arkansas,AR,,,,,275000.0,,,275000.0,116772.0,,,116772.0,,
01/15/2021,Arkansas,AR,,,,,275000.0,,,275000.0,124156.0,,,124156.0,,
01/16/2021,Arkansas,AR,,,,,275000.0,,,275000.0,131390.0,,,131390.0,,
01/17/2021,Arkansas,AR,,,,,275000.0,,,275000.0,137307.0,,,137307.0,,
01/18/2021,Arkansas,AR,,,,,275000.0,,,275000.0,140559.0,,,140559.0,,
01/19/2021,Arkansas,AR,,,,,275000.0,,,275000.0,140559.0,,,140559.0,,
01/20/2021,Arkansas,AR,,,,,310275.0,,,310275.0,154235.0,,,154235.0,,
01/21/2021,Arkansas,AR,,,,,312225.0,,,312225.0,171515.0,,,171515.0,,
01/22/2021,Arkansas,AR,,,,,330750.0,,,330750.0,186105.0,,,186105.0,,
01/23/2021,Arkansas,AR,,,,,332250.0,,,332250.0,200813.0,,,200813.0,,
01/24/2021,Arkansas,AR,,,,,337350.0,,,337350.0,212072.0,,,212072.0,,
01/25/2021,Arkansas,AR,,,,,337350.0,,,337350.0,218951.0,,,218951.0,,
01/26/2021,Arkansas,AR,,,,,337350.0,,,337350.0,221602.0,,,221602.0,,
01/27/2021,Arkansas,AR,,,,,410175.0,,,410175.0,234120.0,,,234120.0,,
01/28/2021,Arkansas,AR,,,,,422875.0,,,422875.0,251096.0,,,251096.0,,
01/29/2021,Arkansas,AR,,,,,470200.0,,,470200.0,267682.0,,,267682.0,,
01/30/2021,Arkansas,AR,,,,,470400.0,,,470400.0,284928.0,,,284928.0,,
01/01/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/02/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/03/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/04/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/05/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/06/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/07/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/08/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/09/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/10/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/11/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/12/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/13/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/14/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/15/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/16/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/17/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/18/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/19/2021,Bureau of Prisons,BoP,,,,,,,,,,,,,,
01/20/2021,Bureau of Prisons,BoP,,,,,16750.0,,,16750.0,17628.0,,,17628.0,13409.0,2091.0
01/21/2021,Bureau of Prisons,BoP,,,,,24750.0,,,24750.0,19076.0,,,19076.0,12857.0,3092.0
01/22/2021,Bureau of Prisons,BoP,,,,,24750.0,,,24750.0,20838.0,,,20838.0,13203.0,3800.0
01/23/2021,Bureau of Prisons,BoP,,,,,24750.0,,,24750.0,21315.0,,,21315.0,13354.0,3962.0
01/24/2021,Bureau of Prisons,BoP,,,,,24750.0,,,24750.0,23345.0,,,23345.0,13319.0,4977.0
01/25/2021,Bureau of Prisons,BoP,,,,,24750.0,,,24750.0,24082.0,,,24082.0,13921.0,5044.0
01/26/2021,Bureau of Prisons,BoP,,,,,24750.0,,,24750.0,24360.0,,,24360.0,13687.0,5301.0
01/27/2021,Bureau of Prisons,BoP,,,,,30050.0,,,30050.0,25513.0,,,25513.0,13500.0,5971.0
01/28/2021,Bureau of Prisons,BoP,,,,,30050.0,,,30050.0,27326.0,,,27326.0,13569.0,6846.0
01/29/2021,Bureau of Prisons,BoP,,,,,30050.0,,,30050.0,28514.0,,,28514.0,13713.0,7368.0
01/30/2021,Bureau of Prisons,BoP,,,,,30050.0,,,30050.0,29754.0,,,29754.0,13663.0,8011.0
01/02/2021,California,CA,,,,,,,,,,,,,,
01/03/2021,California,CA,1762900.0,,,1762900.0,,,,,436154.0,,,436154.0,,
01/04/2021,California,CA,1762900.0,,,1762900.0,,,,,454306.0,,,454306.0,,
01/05/2021,California,CA,1762900.0,,,1762900.0,,,,,459564.0,,,459564.0,,
01/06/2021,California,CA,,,,,2007600.0,,,2007600.0,488515.0,,,488515.0,,
01/07/2021,California,CA,,,,,2007600.0,,,2007600.0,586379.0,,,586379.0,,
01/08/2021,California,CA,,,,,2060800.0,,,2060800.0,652128.0,,,652128.0,,
01/09/2021,California,CA,,,,,2060800.0,,,2060800.0,734405.0,,,734405.0,,
01/10/2021,California,CA,,,,,2180725.0,,,2180725.0,734405.0,,,734405.0,,
01/11/2021,California,CA,,,,,2919925.0,,,2919925.0,783476.0,,,783476.0,,
01/12/2021,California,CA,,,,,2466125.0,,,2466125.0,816673.0,,,816673.0,,
01/13/2021,California,CA,,,,,2862350.0,,,2862350.0,889042.0,,,889042.0,,
01/14/2021,California,CA,,,,,2948350.0,,,2948350.0,971829.0,,,971829.0,,
01/15/2021,California,CA,,,,,2948350.0,,,2948350.0,971829.0,,,971829.0,,
01/16/2021,California,CA,,,,,3144575.0,,,3144575.0,1188703.0,,,1188703.0,,
01/17/2021,California,CA,,,,,3226775.0,,,3226775.0,1303518.0,,,1303518.0,,
01/18/2021,California,CA,,,,,3226775.0,,,3226775.0,1303518.0,,,1303518.0,,
01/19/2021,California,CA,,,,,3226775.0,,,3226775.0,1303518.0,,,1303518.0,,
01/20/2021,California,CA,,,,,3226775.0,,,3226775.0,1393224.0,,,1393224.0,,
01/21/2021,California,CA,,,,,3226775.0,,,3226775.0,1393224.0,,,1393224.0,,
01/22/2021,California,CA,,,,,3226775.0,,,3226775.0,1393224.0,,,1393224.0,,
01/23/2021,California,CA,,,,,3226775.0,,,3226775.0,1393224.0,,,1393224.0,,
01/24/2021,California,CA,,,,,3226775.0,,,3226775.0,1393224.0,,,1393224.0,,
01/25/2021,California,CA,,,,,3226775.0,,,3226775.0,1393224.0,,,1393224.0,,
01/26/2021,California,CA,,,,,3226775.0,,,3226775.0,1393224.0,,,1393224.0,,
01/27/2021,California,CA,,,,,4695625.0,,,4695625.0,2587736.0,,,2587736.0,,
01/28/2021,California,CA,,,,,4728850.0,,,4728850.0,2730262.0,,,2730262.0,,
01/29/2021,California,CA,,,,,4736750.0,,,4736750.0,2893493.0,,,2893493.0,,
01/30/2021,California,CA,,,,,4759750.0,,,4759750.0,3078250.0,,,3078250.0,,
12/11/2020,Colorado,CO,142400.0,95600.0,46800.0,,,,,,,,,,,
12/19/2020,Colorado,CO,,,,,,,,,12123.0,,12123.0,,12123.0,
12/20/2020,Colorado,CO,,,,,,,,,22539.0,,22539.0,,22539.0,
12/21/2020,Colorado,CO,,,,,,,,,33934.0,,,33934.0,33934.0,
12/22/2020,Colorado,CO,,,,,,,,,38666.0,,,38666.0,38666.0,
12/23/2020,Colorado,CO,,,,,,,,,43749.0,,,43749.0,43749.0,
12/24/2020,Colorado,CO,,,,,,,,,55778.0,,,55778.0,55778.0,
12/25/2020,Colorado,CO,,,,,,,,,63170.0,,,63170.0,63170.0,
12/26/2020,Colorado,CO,,,,,,,,,63233.0,,,63233.0,63233.0,
12/27/2020,Colorado,CO,,,,,,,,,65282.0,,,65282.0,65282.0,
12/28/2020,Colorado,CO,,,,,,,,,,,,,,
12/29/2020,Colorado,CO,,,,,,,,,73867.0,,,73867.0,73867.0,
12/30/2020,Colorado,CO,,,,,,,,,82342.0,,,82342.0,82342.0,
12/31/2020,Colorado,CO,,,,,,,,,94297.0,,,94297.0,94297.0,
01/01/2021,Colorado,CO,,,,,,,,,104086.0,,,104086.0,104086.0,
01/02/2021,Colorado,CO,,,,,,,,,105842.0,,,105842.0,105842.0,
01/03/2021,Colorado,CO,,,,,,,,,111679.0,,,111679.0,111679.0,
01/04/2021,Colorado,CO,,,,,,,,,113700.0,,,113700.0,,
01/05/2021,Colorado,CO,,,,,,,,,113700.0,,,113700.0,,
01/06/2021,Colorado,CO,,,,,,,,,127425.0,54006.0,67469.0,,127425.0,
01/07/2021,Colorado,CO,,,,,,,,,144160.0,68342.0,75818.0,,133080.0,5527.0
01/08/2021,Colorado,CO,,,,,,,,,170332.0,68342.0,75818.0,,138246.0,16025.0
01/09/2021,Colorado,CO,,,,,,,,,200877.0,92374.0,96062.0,,145257.0,27785.0
01/10/2021,Colorado,CO,,,,,,,,,217250.0,99904.0,117343.0,,149445.0,33878.0
01/11/2021,Colorado,CO,,,,,,,,,223488.0,99904.0,117343.0,,151843.0,35798.0
01/12/2021,Colorado,CO,,,,,,,,,238766.0,99904.0,117343.0,,157468.0,40618.0
01/13/2021,Colorado,CO,,,,,,,,,253422.0,99904.0,117343.0,,165403.0,43974.0
